id,count
156156544,1
182621430,1
72488020,3
253622624,1
227861587,1
74161590,15
102838001,1
141246626,1
81054122,6
232664241,1
166242802,1
202140315,1
160469883,7
153774422,1
161405419,2
66713604,1
257491997,1
86779448,4
205343727,5
204703234,1
174896111,3
282408930,1
106147454,67
126876615,1
166858869,3
279603258,1
146326949,1
94086389,2
290895974,1
295021107,1
143137329,1
154617624,1
114132445,1
259829971,1
257702137,1
217709850,4
57974873,22
242471645,1
115813584,1
188226310,1
100478352,1
132875638,1
76916895,1
301805182,1
158469748,2
174103314,2
278609462,1
129272742,1
26430231,35
233277671,2
103012052,1
147029458,1
205823360,2
34102593,4
284064476,1
254331853,1
252694471,1
284863484,1
224197206,1
28040133,1
293881991,1
36439985,13
152861732,12
28064589,11
267053376,7
113058136,1
71603645,6
233865573,1
221257958,1
270169680,1
176736380,1
98463542,5
206155181,2
302916505,2
95273667,2
292936227,1
253209919,1
180048039,1
18319108,1
62601134,1
128240584,2
204541576,8
84455820,82
204813749,1
258834833,1
286637360,1
189858084,48
199535718,1
216396749,4
109475164,1
150396347,1
263516648,1
200933876,1
176682744,1
32749624,5
60424237,1
180622295,1
210172601,13
80905023,1
148576413,1
4986667,1
202017729,1
234770287,1
56957512,4
55906627,1
190945239,1
73187712,3
207590964,1
93644606,50
234108053,13
71704418,5
295202708,1
236735185,1
236911498,1
236245395,1
129982462,1
163237086,2
158363887,2
95586525,2
65394447,1
115959445,5
225376053,1
80117314,1
141873792,23
140825164,35
176539817,25
257422299,4
184480011,1
228512803,1
149689548,2
182929175,2
225176638,10
223324734,11
303061131,1
171911285,1
82418411,5
120116659,5
256452263,4
211357825,1
74347105,19
241645675,2
32488724,1
128412180,1
243816387,3
118792304,9
39524248,4
174585005,4
123546767,1
30115594,3
8334557,1
247219864,1
142414329,1
138259286,2
279203738,2
226357303,1
162654590,1
37827989,29
202160372,2
48080423,11
275151488,2
74557142,1
24972502,1
9134079,3
240964291,1
302533082,1
233595859,1
252200924,1
186814006,1
292158722,1
249570072,10
242866563,1
96674526,2
189125890,1
172195770,1
26090223,1
195840346,1
289383568,2
205029231,2
241524841,1
87734805,84
34658438,3
138460230,1
122847338,4
242836440,1
104709012,1
178117765,1
121255383,3
120143206,1
118808320,1
229312905,1
249480143,1
13565651,102
199693744,1
132800758,1
134967717,16
166811621,1
196437409,1
296225264,1
28633466,1
154624403,1
216674215,7
119350525,1
238378861,2
118859786,2
161309693,4
165842250,1
175612514,1
102949215,1
136341868,1
237036035,1
69946630,6
92322563,1
262474788,4
149081421,1
131995566,1
145078067,1
65420540,19
196086652,1
203746661,1
226597231,6
200517250,1
117036229,1
35729292,30
158476996,15
101690993,76
82020006,17
189429276,1
218215123,1
198741200,1
216211930,13
42127150,1
294250383,1
255076487,1
219780322,1
236054259,1
142494421,1
198071235,1
155838344,1
149832495,1
103984034,2
280721592,1
136520135,1
97069030,12
296139952,1
300035772,1
177519904,3
106028574,1
260729536,1
28031199,5
219554846,1
138655214,1
21075893,1
53898495,73
240400609,1
242300881,1
219080305,1
64392327,10
175423011,3
77830706,44
200039228,1
292196792,1
268935456,1
14758912,1
249495968,2
187692242,3
44021324,9
197279094,3
93578126,2
282923824,2
134839311,9
198314976,1
169964396,5
285545510,1
89229462,1
131876863,22
305912574,2
155471453,1
35009482,17
136135322,88
230213922,1
8542204,35
300620379,3
138080934,1
203422894,1
194670621,30
188684344,1
253424499,1
81585721,67
72588600,2
281579960,1
144144570,1
33261284,1
205636324,2
75231491,1
167752146,2
120141290,1
84395245,1
133355027,1
234555589,2
135329995,1
111795034,3
86733992,37
278209338,3
150720815,1
194071007,2
51951401,1
210725110,1
298857855,1
301432974,1
26101823,1
175430751,1
234758647,1
76420334,46
190754099,2
94272610,1
121727972,1
69009454,134
225851590,1
220887518,2
301110007,1
292976473,1
45422636,10
145670348,1
67492611,26
293378273,1
266836892,2
120698121,1
290334662,1
105590063,1
112694811,1
121150146,2
197363488,2
199603191,11
228320359,1
157058673,6
133439311,1
308452993,1
201737586,5
176890431,1
175849081,1
212041058,1
43360645,104
142650116,10
286761300,1
239779234,1
299905842,1
112784971,2
30425578,32
309404240,5
229334262,1
199047397,1
170329549,3
160139917,1
148761419,2
211544205,17
45974860,62
215917975,1
277768228,1
199121928,1
185078775,1
95542056,1
243536793,2
115821787,1
14417857,21
160844169,1
83198547,1
162024985,1
150623264,2
240820377,1
294888042,1
135545063,1
80386506,1
143177422,1
289075484,1
82212295,5
144736928,2
111044780,6
271013192,3
239306186,1
296254406,2
108727716,1
141027992,1
156669447,1
207647609,3
66950079,32
38100517,2
53181165,3
154137401,1
92788681,2
259402641,1
297340487,4
59383825,5
206904972,2
83572990,3
298173249,1
239296422,1
85366890,32
142971534,4
210419195,1
182422786,4
181523551,1
211315837,4
105736077,8
163027169,1
244069576,1
105877396,56
212302055,1
163140792,13
98649241,27
185914106,14
302642693,1
204793925,1
296439514,3
216317211,1
161140815,5
287812798,1
162319690,2
254331891,1
171541210,1
295832595,1
156742049,1
127850470,23
39082468,32
80779496,102
305697665,1
212875606,1
84610577,1
43189361,3
138129129,1
68372559,1
31733654,15
158495272,8
254715417,1
199693353,46
144202828,1
240508393,1
24011187,22
97634356,8
169258848,1
243664576,60
73094226,2
146449077,1
163801892,1
235037893,2
105261470,1
24469287,284
157138238,1
107285166,1
255706163,1
249607464,3
301776008,1
55112407,5
299950927,1
63391345,1
294667556,3
91405713,1
67791342,1
182491331,5
32939936,1
165565786,2
213858385,2
188321266,1
43186470,4
115287826,3
192976811,2
72207742,8
134615317,1
187462362,1
204748975,1
119368216,8
243429504,1
39622853,103
158899877,1
106806146,22
308220794,1
78996406,1
171280641,1
122328547,1
164259079,1
168375605,1
159152280,3
89867101,1
299965727,1
169308850,1
201945992,1
212466515,19
214606702,1
85045079,1
155069128,1
284490460,1
196960100,1
207022512,1
116617462,34
233269570,1
115325355,2
11403772,314
227863185,2
139433517,1
254814380,5
82695118,3
195322037,2
50744279,69
186673066,21
240312742,1
244855763,1
66078954,13
188491294,1
225289523,2
130440628,1
82046939,62
112459307,2
258774423,1
111754806,83
145927933,12
139149185,2
107131506,10
189818681,7
20683035,2
161637382,1
86355338,2
158944454,7
133609786,1
65872385,4
38968408,2
27171538,23
240405101,12
229111581,3
92314533,1
185849750,1
145722517,1
197157593,1
107383658,1
202465494,1
237156166,1
132057825,1
202625117,1
47453568,2
168839130,1
300538511,1
138349389,1
103966604,1
287948400,1
26753925,1
12130111,23
200083714,1
186193491,1
94819329,1
199948316,2
23096237,4
296557510,1
82728085,1
15305418,29
215786295,2
119170251,1
130303679,1
237704094,8
146427029,9
201769914,1
177146016,1
304435173,1
133729675,1
35330593,5
144824885,11
82448039,2
99077905,107
130146848,2
184161063,1
305093062,1
252159775,1
304032401,1
101395260,2
103093060,1
120970326,1
194966014,1
180283418,9
244441983,1
81104015,1
91125135,1
150039339,1
302054444,1
90884508,3
243141191,5
233847882,1
150386429,1
139049885,1
112919409,1
182988804,2
10385370,7
244908996,1
301117259,1
28424408,1
244376049,1
217756269,1
191477470,7
217580279,1
238013546,2
221042905,1
201678836,1
71760673,1
192204940,1
197642964,1
273901604,1
142001485,1
211267410,2
33300480,3
191592097,1
88344296,22
223124802,1
214252753,1
116325720,10
86635197,1
9128105,161
282638848,1
124763074,1
118442089,1
224777419,1
147381026,1
201089557,1
204624428,3
244722763,1
301070733,1
126308758,1
194487033,1
194893507,5
245005581,1
79537725,1
72930582,5
102623516,1
30548861,1
53779471,8
197732882,1
58724834,3
203387556,5
131785763,40
114881003,2
145052189,1
184034224,1
164611728,1
193315427,1
121809665,1
21015565,1
206229824,1
58217836,18
252475396,1
127325079,9
140943875,1
95695156,14
197966478,27
143588434,1
186515716,1
71126210,1
173168090,1
292470488,1
203222843,6
86912006,35
188784538,2
298557690,1
202347606,1
166149095,3
141680691,1
59101095,1
200102265,1
152585209,35
227783598,2
57223013,1
217987498,1
193955543,1
58662652,2
43565258,1
173003298,1
202128053,1
230103206,1
121582062,1
222045462,1
281846414,2
130029851,1
88139607,1
217892263,1
10595342,4
117312360,5
173531795,1
209665002,6
203986235,1
156879739,24
188893670,1
135066372,9
64657716,2
120955239,1
139480472,1
191905471,1
258213980,1
97951693,1
39482136,1
293978986,1
143223745,1
118693973,25
30432648,4
163924362,1
244290943,19
233104650,1
90359362,1
112432049,1
217993378,1
158481852,1
114287682,1
290948882,2
104132805,2
199816966,12
116626402,1
165192959,1
202366002,1
245432485,1
232047954,3
26633617,2
7273540,2
25445382,2
200737797,1
283401578,1
149790632,1
145825155,13
142279088,1
119311184,1
150397316,14
212544433,1
59790700,32
183963121,1
12259303,22
96095486,1
136998614,6
218531534,1
294834367,1
199215257,1
66052983,50
93669877,4
84738098,1
218734858,8
97886833,1
126269125,34
172860957,1
32125590,10
250828184,2
35021321,1
106132774,3
170377069,6
250480120,1
168546873,1
184536712,2
44197725,1
3244702,3
86448907,1
239135689,1
207563790,2
153543959,3
164511211,44
11207650,31
173382820,5
115163074,1
104707698,2
174997093,1
194282276,1
83758687,1
15702351,4
238282687,1
171375833,1
38990345,1
188142305,1
106101617,1
45094639,7
87341384,57
170944796,1
148831715,19
144114673,1
213737989,7
294848255,1
219361406,2
252166407,3
87686595,1
181700777,1
188092362,1
208073859,1
301506413,1
121615038,3
141918894,1
120106834,7
122188548,3
81556495,8
295759540,1
113260911,9
24204083,11
28443095,1
177537876,1
95362226,2
251241445,1
49688948,1
183486202,2
95562622,1
297278471,1
283636252,1
168641975,12
200035911,1
302396512,1
201777630,1
225655173,1
237784559,1
77924328,4
150144638,1
151960085,1
301274389,1
77124916,6
121900241,7
161632739,4
179404476,15
2259650,111
234749963,3
276101850,1
192997918,1
51766884,1
141571751,1
192186232,1
234299035,1
279487658,2
84432612,3
121080515,2
54992167,3
282755920,4
161919513,2
59115473,15
308440565,1
231456970,1
203172944,1
133237267,1
225434610,5
92091548,1
60296891,71
261199100,1
200913780,11
292652586,1
183235801,3
129928069,1
269759752,1
239926593,1
111313670,1
225829163,1
104543500,1
109669093,9
282945740,1
103690917,3
204480360,1
99704390,13
234684541,1
256992469,3
277741936,1
181693930,2
131296919,1
303077093,1
13227113,2
239544929,1
170650631,1
233424343,5
46172640,1
6820462,3
200035884,1
130133036,1
237475162,2
130993597,1
173114158,1
259587307,1
142065874,1
240697615,2
136791084,20
242988245,1
232037254,1
189417273,2
97303314,3
213655302,1
116038263,1
284897982,1
30452777,1
203572706,1
9180659,35
33214968,10
283840654,1
196886916,1
282529842,4
238411966,1
230161291,1
2531540,7
185710844,1
302665101,1
141160698,22
46542904,4
287848624,5
224988881,2
98951804,1
131539267,4
232662797,2
242267002,1
239816635,3
71574303,1
145508370,1
187478430,1
85526871,1
185412742,3
169577811,1
189813843,13
127461395,2
77864647,2
1423371,1
159677499,15
139015518,2
84236369,2
66308898,1
49312497,21
263385816,1
125108218,1
285664668,1
97006419,1
146567789,1
288787646,1
192105970,20
106986812,18
71632904,1
78071174,1
214933922,1
182883046,1
248076396,1
220217607,1
260455932,1
240835613,1
114751336,1
213610494,18
196274659,1
87909217,1
83355221,1
82112070,7
148833344,1
231060378,6
201506696,1
198782797,1
86997363,2
52093628,2
102154135,2
71132696,1
256212075,1
217099682,8
226928441,4
207468782,1
201696785,1
71390526,63
199745733,1
242632396,1
210525366,1
231443162,1
186969279,1
52217458,5
95461199,2
135179790,2
48792936,1
94161846,11
295138491,1
58907890,11
191421015,1
241891753,3
163669475,18
166318971,1
206248602,1
27100840,1
101248210,2
61614735,3
111130695,25
227490126,5
75273484,8
186645930,1
110708539,1
214988530,1
152375240,1
206178043,1
199344685,1
249480968,1
162894458,1
133407060,1
34556248,3
40754921,3
162787304,1
171580979,4
214784227,1
145646661,2
114416197,1
218110241,1
123435296,1
108512521,3
181453879,22
59103567,1
307886547,1
272542868,1
59107320,1
187817597,2
176929122,22
297340723,1
234190577,5
233408698,1
138960345,1
67083031,12
105782521,26
288916596,1
244293895,1
240671554,1
242866088,1
274308276,1
294155812,1
228733650,1
148162764,2
150282867,5
298446224,1
120420435,3
233407123,4
14717252,3
245052241,1
236078667,1
72907554,11
116450986,2
208433111,1
282464648,15
260265776,4
78369082,1
101602586,30
176709931,2
182961604,15
245583676,1
175223006,1
202287486,1
112907304,1
166598655,1
21557528,2
207860755,1
33904278,3
138010203,1
232959254,1
186078229,1
208747788,1
89422440,1
210975085,1
10869571,2
209820105,1
180612782,1
308695132,4
95918472,1
221161433,1
164473026,1
100728962,1
205204457,1
147114426,1
22673724,1
147079200,4
202239376,1
177924431,1
92842809,2
188110199,1
149556407,1
198327032,1
167935300,1
285316500,1
123988363,1
75092930,4
201889336,3
1612666,17
225942169,1
278825568,3
83234559,4
219435905,1
204795948,12
195414910,20
93197620,1
79715089,10
142721011,1
190049238,4
120171057,2
234360501,1
37435998,9
284096202,2
227244326,1
114620302,1
170130950,1
160673726,3
275889776,1
286458362,1
260252363,1
207399776,1
98624963,19
8795607,20
122679931,43
181476633,1
204176632,1
127461743,7
83168693,5
183337134,13
49584661,1
252071568,1
258337261,1
114632006,8
256927813,1
33071192,7
188386352,4
293303005,5
184556544,1
161777161,1
96781711,2
277557242,1
161615012,1
149194171,1
164059206,1
177441119,1
110304598,1
193136822,1
223064225,14
201634197,1
233013810,1
218339090,1
199973616,1
107475554,1
60343142,7
124570576,1
91716452,1
135957644,1
162076421,13
150538933,1
199255181,1
202818659,1
289244540,10
65342306,47
57319696,1
47021871,1
110906645,46
101725007,24
231414706,1
206014489,27
27338668,1
135475055,1
196171528,1
300938059,1
131217195,1
156297441,7
43248011,3
164478205,1
188167163,6
31500407,2
30440303,110
81537102,1
298950,175
295117160,1
292422780,1
293204747,1
242819393,2
186154929,2
129501816,11
149873773,1
98102518,1
55319994,5
204199622,2
124142651,1
260207401,1
62878249,109
46534663,10
207926270,4
91828380,5
182604019,2
186871803,1
261336456,1
150137344,17
133800100,1
241424434,1
121480841,1
132381775,2
173234140,1
113039667,8
195453723,1
183026447,1
161186800,1
102244595,1
223595417,1
293758845,2
50801801,35
162479816,1
20630908,1
230947875,1
201576436,2
83671083,28
158265363,1
225933183,3
14216099,5
60557056,4
175690339,1
255306029,1
31839832,3
99766416,4
168011250,1
253611147,1
161084485,2
274785080,32
223660563,4
176590636,3
164608800,3
239099727,1
203114983,1
267250336,1
173940259,12
212570211,4
153097805,5
41294957,1
111529766,3
47500408,14
179772319,1
136557761,1
96282673,23
240955030,1
194266152,1
119211545,11
215039865,1
162214363,15
147228931,1
242052237,1
101641872,1
254836819,1
280275540,4
133267799,1
164711200,1
105048330,1
50699197,1
108219790,2
38323067,7
87059822,2
127894126,2
115404202,1
250364324,1
187865224,1
153633636,2
149505485,6
144578181,5
122026623,127
75639638,5
154745722,1
145132643,1
219894679,1
216047302,1
189795214,1
145507090,1
244844115,1
308122123,1
